"","Date","hour","corrPrior","corrPred","coh","mse","mseZero"
"1",1149123600,1,0.974855493593926,-0.332760266898912,8.54285714285714,2.96964742857142,0.212263219844635
"2",1149127200,2,0.987026327024715,0.61119546573665,8.32857142857143,0.353297142857143,0.213595121559474
"3",1149130800,3,0.992834578499059,-0.0628856079785109,8.01428571428571,0.314616000000001,0.270471598359364
"4",1149134400,4,0.986196127621328,0.457271353613495,7.68571428571429,0.363784,0.325320147959004
"5",1149138000,5,0.995502644126202,0.603469819087776,7.27142857142857,0.780408000000001,1.36358867572971
"6",1149141600,6,0.985243796612936,0.116513702270872,7.1,1.20210914285714,1.63680886864356
"7",1149145200,7,0.978431515488388,0.215403580201691,6.92857142857143,1.98340457142857,2.08580994235743
"8",1149148800,8,0.941153232597245,0.694778703051588,6.64285714285714,4.20025371428572,2.97550704155671
"9",1149152400,9,0.969053232417761,0.737914527993212,6.7,1.07459028571429,3.5219474273844
"10",1149156000,10,0.963116288902037,0.202143318757767,6.88571428571429,0.828514857142855,3.7314812617842
"11",1149159600,11,0.972832727332845,-0.713149019224798,7.25714285714286,5.89815428571428,3.69161445195569
"12",1149163200,12,0.962502237775894,-0.784676018803887,7.48571428571429,2.38967371428571,2.65756504338495
"13",1149166800,13,0.954105907964524,-0.727384025739675,7.7,1.46013657142857,2.37985935092817
"14",1149170400,14,0.974040781977985,-0.889938275276989,8.07142857142857,7.93654914285714,2.01016225172888
"15",1149174000,15,0.948360078031059,-0.706394530329911,8.52857142857143,6.95279028571429,1.32548341275848
"16",1149177600,16,0.97724824672028,-0.826587458740724,8.62857142857143,9.06625428571428,0.751833574702193
"17",1149181200,17,0.978919540555124,-0.792092683255221,8.6,4.27567885714287,0.679279332645769
"18",1149184800,18,0.990448176642707,-0.741059891404956,8.24285714285714,4.31350057142857,0.995030138817806
"19",1149188400,19,0.995200313010751,-0.875065150682584,8.05714285714286,3.43482914285714,1.62084754007558
"20",1149192000,20,0.996182939597479,0.27407983940769,7.68571428571429,0.808994285714286,2.4439409886477
"21",1149195600,21,0.997127348381812,-0.496288799439616,7.15714285714286,0.695318857142857,3.17643508144815
"22",1149199200,22,0.992269353612935,-0.859586387528755,6.71428571428571,1.46877828571429,3.79437707961991
"23",1149202800,23,0.995581956404759,-0.929714619762416,6.34285714285714,3.58733314285714,4.57258545813464
"24",1149206400,24,0.993638056651482,-0.770573871314759,6.02857142857143,1.68492171428571,5.33351778933502
"25",1149210000,1,0.993199869250295,0.530473799662804,5.7,0.274215428571429,6.17009781116395
"26",1149213600,2,0.99441286011526,-0.744022505008497,5.34285714285714,0.238909714285714,7.00368749996426
"27",1149217200,3,0.996578290665838,-0.958419244000979,5.11428571428571,0.662632571428572,8.46761016419327
"28",1149220800,4,0.999209771833502,-0.886473464677661,4.94285714285714,1.06903257142857,9.93153282842229
"29",1149224400,5,0.999374883167442,-0.913389210022612,4.71428571428571,1.82757371428572,11.2825317547084
"30",1149228000,6,0.995552303712703,-0.843158821521121,4.51428571428571,2.35449428571429,12.5634640859088
"31",1149231600,7,0.988009858324707,-0.684450767066635,4.32857142857143,1.508152,13.6614060840806
"32",1149235200,8,0.998673497829848,-0.273613312411904,4.17142857142857,0.757854285714286,14.5234340112808
"33",1149238800,9,0.993632397268298,0.437878190633602,3.94285714285714,0.153892,15.3468239148239
"34",1149242400,10,0.995851713097438,-0.135249080990281,3.71428571428571,0.0680725714285714,15.3468239148239
"35",1149246000,11,0.997629519334894,-0.758685208364558,3.5,0.216724571428572,15.4626047956239
"36",1149249600,12,0.998254269697239,-0.77498299085563,3.3,0.197592,15.5755285335668
"37",1149253200,13,0.992880326814919,-0.832317962837141,3.12857142857143,0.44584,16.2959281040813
"38",1149256800,14,0.991089863735762,-0.862330829671487,3,1.32790285714286,17.6638035071673
"39",1149260400,15,0.964991118424169,-0.829475779480872,2.88571428571429,0.437042285714286,18.7572600057961
"40",1149264000,16,0.959326230761637,-0.730654487026946,2.88571428571429,0.478463428571428,19.6277261713963
"41",1149267600,17,0.986024133065295,-0.630258641775347,2.87142857142857,0.406205714285714,20.2352020039679
"42",1149271200,18,0.985225650317901,-0.570461290895094,2.85714285714286,0.428448,20.7268969557394
"43",1149274800,19,0.986093678687341,0.318109194935314,2.77142857142857,0.173517142857143,21.334372788311
"44",1149278400,20,0.990701731694957,0.94035448544092,2.61428571428571,0.0488880000000002,21.0828110267109
"45",1149282000,21,0.988873976573372,0.946957480751689,2.48571428571429,0.00576742857142861,20.1723448611107
"46",1149285600,22,0.986200790652953,0.731326434629603,2.38571428571429,0.01298,19.7821450758535
"47",1149289200,23,0.977822404188408,0.206976413925349,2.31428571428571,0.0295491428571427,19.6492213379106
"48",1149292800,24,0.981142858348447,0.0165492825582133,2.25714285714286,0.044570857142857,19.7792879329963
"49",1149296400,1,0.978802453095336,-0.620066841127702,2.18571428571429,0.0993280000000001,19.9093545280821
"50",1149300000,2,0.983676120942812,-0.867342787238953,2.21428571428571,0.263992,19.9093545280821
"51",1149303600,3,0.994934778477079,-0.00884365064928158,2.31428571428571,0.130081714285714,20.0337068374535
"52",1149307200,4,0.981007217980975,0.45208909900904,2.35714285714286,0.0749240000000001,20.0337068374535
"53",1149310800,5,0.984202817107789,0.721623378202047,2.37142857142857,0.0125497142857142,19.9093545280821
"54",1149314400,6,0.992696266652481,0.874054705215819,2.35714285714286,0.014688,19.2875929812248
"55",1149318000,7,0.984336984791741,0.866880361713657,2.34285714285714,0.0424354285714287,18.4371268156246
