"","Date","hour","corrPrior","corrPred","coh","mse","mseZero"
"1",1001898000,1,0.955765033731038,-0.248474334961605,518.04,1341.155616,4375.7707588176
"2",1001901600,2,0.95514009030988,-0.222956084284843,515.84,1401.03848,4142.69687487346
"3",1001905200,3,0.948253227439131,-0.269791940923266,513.84,1092.801216,3862.84597083527
"4",1001908800,4,0.939985380396754,-0.361043878550635,512.28,1054.028352,3676.91491055313
"5",1001912400,5,0.93606734165326,-0.560398214045141,510.32,992.314336,3591.18934135108
"6",1001916000,6,0.92261889987626,-0.535542713207066,508.08,883.175792,3557.14369402706
"7",1001919600,7,0.906989573984083,-0.605390835505377,506.2,854.768816,3557.14369402706
"8",1001923200,8,0.916611744751092,-0.599223510841555,504.2,1506.94344,3536.97232125703
"9",1001926800,9,0.919372965530787,-0.588535086381321,502.08,2978.796416,3529.94377214903
"10",1001930400,10,0.949310140109189,-0.362654934513051,499.84,3149.610944,3551.65796858106
"11",1001934000,11,0.96000604648539,-0.15970152720665,497.4,4414.435808,3602.12628332315
"12",1001937600,12,0.959923417439218,0.168933921824246,496.08,5086.186272,3664.35451994327
"13",1001941200,13,0.945699454412969,0.370202476723301,495.24,4775.192784,3699.12008914533
"14",1001944800,14,0.93066943405435,0.536266229187903,495.44,2125.438896,3741.16565834738
"15",1001948400,15,0.922187532381897,0.653656823961474,496.36,1732.379536,3695.90863825333
"16",1001952000,16,0.920202769730778,0.406118743343095,497.64,617.343888,3733.66856013136
"17",1001955600,17,0.908701446070567,0.383630943109384,499.2,543.087776,3701.54291280734
"18",1001959200,18,0.912715019514456,0.0871920256373404,500.52,573.428096,3690.51436369933
"19",1001962800,19,0.935526634272921,0.251601220302111,502.12,1544.723072,3739.78283468537
"20",1001966400,20,0.949219950703204,0.154475913100298,501.84,964.086864,3896.22824764348
"21",1001970000,21,0.945053485254653,0.132839492487135,499.96,1392.706128,4076.0564842636
"22",1001973600,22,0.946901554290125,-0.0351560488059682,498.88,957.294064,4160.44487712766
"23",1001977200,23,0.954286410730031,-0.132343532941568,499.28,676.54384,4109.30213158762
"24",1001980800,24,0.960611750385736,-0.331747333716582,499.12,776.375152,3896.38824764348
"25",1001984400,1,0.947737954102855,-0.328342475925301,497.72,891.80888,3679.04008914533
"26",1001988000,2,0.950770380518316,-0.328414166766756,496.28,807.85368,3633.37161815929
"27",1001991600,3,0.941106927446408,-0.295445692659412,494.4,714.076304,3587.02887261925
"28",1001995200,4,0.944136929967302,-0.195826829650229,493.08,861.89696,3550.28612707921
"29",1001998800,5,0.932589169474254,-0.0492224213459767,492.56,716.38928,3507.66910698516
"30",1002002400,6,0.927416424558681,-0.238920908754608,492.32,830.453792,3420.7207141211
"31",1002006000,7,0.913140746421169,-0.423931547985063,492.32,919.154848,3356.83514491905
"32",1002009600,8,0.900481284508066,-0.533265049359112,492.12,655.485424,3366.10369402706
"33",1002013200,9,0.912805223626999,-0.653287678436272,492.04,971.967536,3619.64604895724
"34",1002016800,10,0.921548806036477,-0.511100425294165,492.36,1758.990128,3921.73687487346
"35",1002020400,11,0.912328126081156,-0.447434450405576,493.28,2359.665792,4173.45060257366
"36",1002024000,12,0.889688390434617,-0.484370990434267,494.48,3401.88056,4429.16433027386
"37",1002027600,13,0.854217158762559,-0.427756274716323,495,4452.227088,4678.48950886606
"38",1002031200,14,0.872050106340519,-0.418650137199976,495.52,4293.47152,4896.47758924223
"39",1002034800,15,0.884552958961399,-0.299984931595098,495.08,4096.880096,5117.6428459564
"40",1002038400,16,0.845670785388668,-0.403474574135683,495.36,2795.334848,5448.84222098063
"41",1002042000,17,0.830782907684473,-0.506119719084283,495.12,2918.295296,5696.44183037077
"42",1002045600,18,0.839547280751148,-0.657218738221825,495.04,3001.010256,6043.08128351697
"43",1002049200,19,0.855489181019715,-0.795572736761349,495.4,2552.551392,6472.84065854119
"44",1002052800,20,0.845796243284432,-0.850936688970479,496.48,1476.941968,6555.44622774325
"45",1002056400,21,0.864091170561554,-0.90055972222433,497.68,1496.282128,6874.4286607954
"46",1002060000,22,0.908293867770155,-0.921371138528138,498.32,1666.577264,7311.91383938759
"47",1002063600,23,0.912359142939717,-0.921006018187585,497.92,2284.391984,7747.92466530381
"48",1002067200,24,0.910787768014392,-0.870536402505036,496.48,3499.542496,8057.855569342
"49",1002070800,1,0.914296738891878,-0.629815434937762,495,2892.360976,8214.49525685412
"50",1002074400,2,0.910812245001183,-0.460138208835469,494.64,2712.442944,8237.46662962414
"51",1002078000,3,0.906750851481038,-0.367601732359889,494.24,3589.089552,8186.65533497609
"52",1002081600,4,0.915285627763137,-0.216857111879711,493.84,3542.1564,8170.35823676007
"53",1002085200,5,0.919698484217488,-0.0480169421761684,493.4,4402.229904,8219.68380596213
"54",1002088800,6,0.878647454008563,0.0672936373304501,492.76,3952.97184,8304.36929704221
"55",1002092400,7,0.864788089087012,0.00423734630869253,492.24,5758.907728,8345.28349347424
"56",1002096000,8,0.897240248426128,0.221823220695109,492.32,4975.298224,8378.00341535227
"57",1002099600,9,0.878746740703634,0.560906559324096,494.12,1674.23008,8451.84325910832
"58",1002103200,10,0.915344873071081,0.187338930506052,496.28,1193.787744,8349.32914079826
"59",1002106800,11,0.908469780389008,0.111567671845216,498.28,743.04296,8147.38662962414
"60",1002110400,12,0.915431781776573,0.388913184835197,500.28,643.537696,7908.45000013995
"61",1002114000,13,0.901911593765731,0.276515950268206,502.2,762.704784,7643.75344877774
"62",1002117600,14,0.91642788119174,0.551333191789612,503.96,722.8596,7373.46834830751
"63",1002121200,15,0.91521153305954,0.566901750059961,505.6,833.332224,7140.50889516132
"64",1002124800,16,0.918271634030451,0.785830246121697,507.84,684.9688,6891.86944201512
"65",1002128400,17,0.921237717685065,0.512947256020618,509.24,1312.171536,6519.66449778884
"66",1002132000,18,0.924327003186286,0.384044835999655,511.2,2040.19128,6086.71688614449
"67",1002135600,19,0.936120530833697,0.400466041287627,513.44,2825.14904,5581.38088163608
"68",1002139200,20,0.929130454668403,0.402709381087582,513.96,2751.76056,4968.4564842636
"69",1002142800,21,0.930022418210232,0.447033228271075,515.48,4002.938144,4674.08024538927
"70",1002146400,22,0.946283849949843,0.526663234902767,517.4,5989.108624,4060.12737703076
"71",1002150000,23,0.951537765972748,0.73552303744534,519.56,5971.781952,3300.63184125417
"72",1002153600,24,0.943923526755503,0.858155524965592,521.44,4784.886,2649.29622735562
"73",1002157200,1,0.926731310747307,0.924677925242096,522.56,2619.76928,2213.52618265911
"74",1002160800,2,0.909046768607479,0.913732957252965,522.76,928.31568,1961.08170716467
"75",1002164400,3,0.90643652614636,0.888017728560973,522.28,470.190688,1856.0427227503
"76",1002168000,4,0.915666538649171,0.917486348298907,522.12,636.181296,1819.99793476796
"77",1002171600,5,0.908754814131759,0.970578766778415,522.64,995.026431999999,1782.21604856961
"78",1002175200,6,0.895668619414258,0.963581051712946,523.44,951.00288,1730.11424049323
