"","Date","hour","corrPrior","corrPred","coh","mse","mseZero"
"1",1012525200,1,0.978318159171413,0.784460155106802,33660.2857142857,528433353.513829,2189474184.63885
"2",1012528800,2,0.982632949742896,0.406918042481234,35049,691534012.371029,1962834359.83477
"3",1012532400,3,0.992857032185702,-0.274801619835001,37948,523853282.529143,1641777716.31625
"4",1012536000,4,0.994500290945,-0.638880438401712,43872.7142857143,706984874.758114,1705737544.99318
"5",1012539600,5,0.999042762756138,-0.836056805979757,53884,3245943863.2096,1823745912.54582
"6",1012543200,6,0.99855563340529,-0.810644109355141,61639,2544419199.07669,2530818548.0759
"7",1012546800,7,0.995801841720094,-0.69695613144034,63554.1428571429,2325509248.69069,3351904016.30456
"8",1012550400,8,0.997001351533855,-0.78560950760046,65515,2293253438.04023,3742283597.43031
"9",1012554000,9,0.994974702913157,-0.809139896251679,68441.5714285714,1986911580.49194,4199881030.11203
"10",1012557600,10,0.991267522095764,-0.783570201568927,67851.2857142857,1594982264.52314,4542685318.11665
"11",1012561200,11,0.990835654133277,-0.935445813917861,66448.4285714286,882124211.570686,4610006374.00085
"12",1012564800,12,0.978216287971068,0.372284729804295,56964.1428571429,405691612.013714,4859302554.10163
"13",1012568400,13,0.982905377004165,0.793620116585085,47951.4285714286,182700408.480057,4784130379.87833
"14",1012572000,14,0.988631128625914,0.70899244305929,44803.7142857143,80560816.1245714,4232498511.18324
"15",1012575600,15,0.987557568244432,0.766512437755407,41202.4285714286,67246255.0114857,3771438766.78576
"16",1012579200,16,0.989231930615648,0.787152363675253,38110.2857142857,41396169.752,3225601192.10381
"17",1012582800,17,0.994087087896315,0.748961621828566,37532.5714285714,44786345.4326857,2890896151.25746
"18",1012586400,18,0.979929411406206,0.911060585824982,35262.7142857143,14443233.4865714,2701370296.31565
"19",1012590000,19,0.984665808508856,0.407500245288813,35811,104844549.123486,2533736434.20878
"20",1012593600,20,0.988601315653092,0.251079780796606,40305.7142857143,101789900.024914,2156146463.52529
"21",1012597200,21,0.981863892319848,-0.687811690855891,44183,286972585.136114,2569284976.41986
"22",1012600800,22,0.992657755426085,-0.399350164668917,48709.4285714286,416747776.793429,3253136704.80756
"23",1012604400,23,0.991964633888265,-0.640273930843961,51711.4285714286,492265716.757714,3921866937.77675
"24",1012608000,24,0.992605851770955,-0.880947072389849,53461,895872293.840514,4442859918.9073
"25",1012611600,1,0.992136212479246,-0.414122743857466,54911.5714285714,531407508.701257,4300508427.59314
"26",1012615200,2,0.98059114192387,0.320320279619281,58375,1059407177.76846,3903724033.48822
"27",1012618800,3,0.980807692017735,0.644594510947516,54818.4285714286,1097435712.8004,3655627938.09705
"28",1012622400,4,0.987518072715462,0.930956530633186,49513.4285714286,2091229633.52137,2963030301.48316
"29",1012626000,5,0.993132891589203,0.891284736070737,44207.8571428571,2298501884.33909,1985925072.10857
"30",1012629600,6,0.988627750196513,0.690462635910137,39891.2857142857,3056127604.1488,1089116367.33688
"31",1012633200,7,0.997003204703907,0.036285140562704,41580.8571428571,903956677.834343,445434591.252046
"32",1012636800,8,0.994207263155464,-0.369187201807888,49028.4285714286,1026455830.95246,767420754.771254
"33",1012640400,9,0.995976592979942,-0.910829210088222,56192,2667591971.71886,1363946015.84523
"34",1012644000,10,0.998813637720961,-0.954023615288339,67872.1428571429,4530662198.9556,1974982250.25914
"35",1012647600,11,0.996731646392795,-0.691550459568146,78694.7142857143,2374163405.70131,2532759773.1637
"36",1012651200,12,0.991935409847736,-0.833394226273574,87567.8571428571,2257655559.02309,3055193235.92815
"37",1012654800,13,0.996052645374665,0.467989138482971,93423.7142857143,715625688.697486,3497667885.93996
"38",1012658400,14,0.995087797105153,0.138374859948229,90067,222955600.3628,3725018894.13113
"39",1012662000,15,0.997851138333509,0.749335527070084,80917,37575552.7696571,3544054171.53928
"40",1012665600,16,0.998044075274189,0.751374754915541,70400.5714285714,49486052.7453143,3289866568.14217
"41",1012669200,17,0.999143519877795,0.977023389408647,59726.4285714286,3675515.76908572,2921996867.94802
"42",1012672800,18,0.998514981149476,0.694884683503447,52062.8571428571,80412665.1370286,2446813825.31631
"43",1012676400,19,0.998059852949653,0.910093831520965,46422.1428571429,27775821.8614286,2157233486.30416
"44",1012680000,20,0.997665552320778,0.428269069654294,43814.4285714286,75253751.2872,2029014108.59513
"45",1012683600,21,0.998102808668674,0.510559736426714,45495.4285714286,132989506.238229,1851335450.99069
"46",1012687200,22,0.999127140590984,0.387732001463976,47733.4285714286,74376640.5448,1665724563.06157
"47",1012690800,23,0.997066330074091,0.711606050437579,51144.7142857143,49830743.9901714,1402993618.32859
"48",1012694400,24,0.998466110960266,0.389041754099786,56423,107238351.504286,1204479452.16479
"49",1012698000,1,0.987910307456176,0.733485176201218,59264,156062601.476743,1128479362.43607
"50",1012701600,2,0.990715885039334,0.963749560098582,60432.2857142857,363096128.092629,915652102.635164
"51",1012705200,3,0.990273639495994,-0.326737576493348,62365.5714285714,473298951.688114,608369718.387886
"52",1012708800,4,0.99014072744848,-0.149857000697922,64698.7142857143,164874649.511314,472856099.76875
